"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"903","cata-diaz","Cata Díaz","Atlético Madrid","Spain",1979-03-13,183,72,"Back",3,2,1,0,0,1,0,0,"14641.jpg",0.5,0.5,304,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.5,33.8301369863014,"1"
"904","damien-duff","Damien Duff","Fulham FC","England",1979-03-02,178,70,"Front",1,0,0,1,0,0,0,0,"1183.jpg",0,0,2176,"48","ITA",0.386174222081355,1761,0.000231960305102268,0.529815303430079,1895,0.00109116754271949,0,33.8602739726027,"0"
"905","dani-abalo"," Dani Abalo","Celta Vigo","Spain",1987-09-29,174,68,"Middle",1,1,0,0,2,1,0,0,"69906.jpg",0,0.25,1997,"48","ITA",0.386174222081355,1761,0.000231960305102268,0.529815303430079,1895,0.00109116754271949,0.125,25.2767123287671,"1"
"906","marcell-jansen","Marcell Jansen","Hamburger SV","Germany",1985-11-04,191,89,"Middle",1,0,1,0,0,0,0,0,"27762.jpg",0,0,1946,"40","SWE",0.340205494522481,5223,8.12333218896306e-05,0.62640099626401,5621,0.000372808603113762,0,27.1780821917808,"0"
"907","ron-vlaar","Ron Vlaar","Aston Villa","England",1985-02-16,189,80,"Back",1,0,0,1,0,0,0,0,"30085.jpg",0,0.25,1044,"57","AUT",0.337539293106427,1319,0.000331326009106019,0.394139194139194,1365,0.00171672097335431,0.125,27.8931506849315,"0"
"908","bo-svensson","Bo Svensson","1. FSV Mainz 05","Germany",1979-08-04,190,87,"Back",2,0,1,1,0,0,0,0,"15894.jpg",0.25,0.25,2939,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,33.4356164383562,"0"
"909","william-kvist","William Kvist","VfB Stuttgart","Germany",1985-02-24,184,78,"Middle",1,1,0,0,0,0,0,0,"25394.jpg",0,0,1147,"112","EST",0.42931480951678,201,0.00219443971247538,1.18048780487805,205,0.0120958269958949,0,27.8712328767123,"0"
"910","anton-putsila","Anton Putsila","SC Freiburg","Germany",1987-06-10,180,74,"Middle",3,1,1,1,0,1,0,0,"35398.jpg",0,0.25,1931,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,25.5808219178082,"1"
"911","ricardo-carvalho"," Ricardo Carvalho","Real Madrid","Spain",1978-05-18,182,79,"Back",3,2,1,0,0,2,0,0,"10100.jpg",0.25,0.25,1239,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,34.6493150684932,"1"
"912","juan-carlos_11"," Juan Carlos","Real Betis","Spain",1990-03-30,176,68,"Middle",3,0,1,2,0,0,0,0,"174471.jpg",0.25,0.25,1239,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,22.7753424657534,"0"
"913","marc-antoine-fortune","Marc-Antoine Fortuné","West Bromwich Albion","England",1981-07-02,182,81,"Front",1,1,0,0,0,0,0,0,"36877.jpg",1,0.75,241,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.875,31.5232876712329,"0"
"914","pablo-zabaleta","Pablo Zabaleta","Manchester City","England",1985-01-16,173,69,"Back",4,2,2,0,0,0,1,0,"36584.jpg",0.25,0.25,77,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,27.9780821917808,"1"
"915","ansotegi"," Ansotegi","Real Sociedad","Spain",1982-07-13,192,84,"Back",3,0,3,0,0,1,0,0,"43142.jpg",0.25,0.25,225,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,30.4931506849315,"1"
"916","manucho"," Manucho","Real Valladolid","Spain",1983-03-07,187,83,"Front",4,1,0,3,1,1,1,0,"102179.jpg",1,1,1239,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,1,29.8438356164384,"1"
"917","stefan-bell","Stefan Bell","1. FSV Mainz 05","Germany",1991-08-24,192,86,"Back",2,1,1,0,0,0,0,0,"163349.jpg",0,0,1646,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0,21.372602739726,"0"
"918","sidney-govou","Sidney Govou","Évian Thonon Gaillard","France",1979-07-27,175,72,"Front",1,0,0,1,0,0,0,0,"3925.jpg",0.75,1,2500,"64","NLD",0.352919999547478,5952,7.03582481284802e-05,0.445678810651854,6121,0.000268530331399279,0.875,33.4575342465753,"0"
"919","cesc-fabregas"," Cesc Fàbregas","FC Barcelona","Spain",1987-05-04,179,75,"Middle",1,0,1,0,0,0,0,0,"23019.jpg",0.25,0.25,2553,"130","PAN",0.380606563040828,198,0.0022363174724224,0.562790697674419,215,0.00928547879835774,0.25,25.6821917808219,"0"
"920","jean-beausejour","Jean Beausejour","Wigan Athletic","England",1984-06-01,178,81,"Middle",7,5,0,2,0,0,0,0,"23255.jpg",0.5,0.5,1214,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.5,28.6054794520548,"0"
"921","helder-postiga"," Hélder Postiga","Real Zaragoza","Spain",1982-08-02,182,74,"Front",1,0,1,0,0,0,0,0,"10115.jpg",0.25,0.25,2080,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,30.4383561643836,"0"
"922","jeremie-brechet","Jérémie Bréchet","ESTAC Troyes","France",1979-08-14,186,76,"Back",1,0,0,1,0,1,0,0,"3911.jpg",0,0.25,88,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.125,33.4082191780822,"1"
"923","tino-costa","Tino Costa","Valencia CF","Spain",1985-01-09,176,75,"Middle",1,1,0,0,0,1,0,0,"124914.jpg",0.25,0.25,2384,"34","DNK",0.361009815298395,2254,0.000179437550540572,0.61448395490026,2306,0.000811628023725932,0.25,27.9972602739726,"1"
"924","javi-martinez"," Javi Martínez","Bayern München","Germany",1988-09-02,190,81,"Middle",1,0,1,0,0,1,0,0,"52456.jpg",0,0,3079,"45","SCOT",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,24.3479452054795,"1"
"925","yossi-benayoun","Yossi Benayoun","West Ham United","England",1980-05-05,178,70,"Middle",1,0,1,0,0,0,0,0,"7777.jpg",0.25,0.25,1972,"102","SVN",0.273530426372699,303,0.00142602436375671,0.429906542056075,321,0.00608442622307571,0.25,32.6821917808219,"0"
"926","david-hoilett","David Hoilett","Queens Park Rangers","England",1990-06-05,173,70,"Middle",5,1,2,2,1,0,0,0,"105818.jpg",0.75,1,2389,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.875,22.5917808219178,"0"
"927","gerald-asamoah","Gerald Asamoah","SpVgg Greuther Fürth","Germany",1978-10-03,180,85,"Front",1,1,0,0,0,0,0,0,"167.jpg",1,1,897,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,1,34.2712328767123,"0"
"928","olivier-sorlin","Olivier Sorlin","Évian Thonon Gaillard","France",1979-04-09,183,75,"Middle",1,1,0,0,0,0,0,0,"11324.jpg",0,0,130,"27","ROU",0.38508214844892,537,0.000755687454294523,0.859430604982206,562,0.00361995809917579,0,33.7561643835616,"0"
"929","andre-schuerrle","André Schürrle","Bayer Leverkusen","Germany",1990-11-06,184,74,"Front",1,1,0,0,1,0,0,0,"146258.jpg",0,0,2307,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0,22.1698630136986,"0"
"930","heiko-westermann","Heiko Westermann","Hamburger SV","Germany",1983-08-14,190,87,"Back",1,0,0,1,0,0,0,0,"2256.jpg",0.25,0.25,1679,"1","GRC",0.326391469021736,712,0.000564112354334542,0.396,750,0.0026964901062936,0.25,29.4054794520548,"0"
"931","koray-guenter","Koray Günter","Borussia Dortmund","Germany",1994-08-16,184,79,"Back",1,1,0,0,1,1,0,0,"175258.jpg",0,0,2551,"24","MEX",0.367493345227886,2327,0.000174406037206388,0.624640657084189,2435,0.000867828632385225,0,18.3917808219178,"1"
"932","vasilis-pliatsikas","Vasilis Pliatsikas","FC Schalke 04","Germany",1988-04-14,174,73,"Middle",1,0,1,0,0,0,0,0,"39411.jpg",0,0.25,2687,"70","UKR",0.415671703892422,192,0.00214158155538159,1.2843137254902,204,0.0114910181174754,0.125,24.7342465753425,"0"
"933","markus-feulner","Markus Feulner","1. FC Nürnberg","Germany",1982-02-12,181,82,"Middle",1,0,1,0,0,1,0,0,"3089.jpg",0,0.25,2889,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,30.9068493150685,"1"
"934","assani-lukimya","Assani Lukimya","Werder Bremen","Germany",1986-01-25,190,89,"Back",6,3,0,3,0,0,1,0,"30332.jpg",1,0.75,2385,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.875,26.9534246575342,"1"
"935","loic-remy","Loïc Rémy","Olympique Marseille","France",1987-01-02,184,66,"Front",1,1,0,0,0,0,0,0,"60737.jpg",0.5,0.75,3051,"52","RUS",0.398173671048605,526,0.000808662587496386,1.21272727272727,550,0.00452078812067072,0.625,26.0164383561644,"0"
"936","stelios-malezas","Stelios Malezas","Fortuna Düsseldorf","Germany",1985-03-11,192,80,"Back",1,1,0,0,0,1,0,0,"39443.jpg",0.25,0.25,1039,"1","GRC",0.326391469021736,712,0.000564112354334542,0.396,750,0.0026964901062936,0.25,27.8301369863014,"1"
"937","julian-baumgartlinger","Julian Baumgartlinger","1. FSV Mainz 05","Germany",1988-01-02,183,82,"Middle",5,2,2,1,0,0,0,0,"59324.jpg",0.25,0.25,2536,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,25.0164383561644,"0"
"938","jermaine-jenas","Jermaine Jenas","Nottingham Forest","England",1983-02-18,179,76,"Middle",1,1,0,0,0,0,0,0,"3878.jpg",0.25,0.25,399,"19","USA",0.327248753664166,1975803,2.23537294251686e-07,0.459471271435807,2029548,1.04333425479502e-06,0.25,29.8904109589041,"0"
"939","jermaine-pennant","Jermaine Pennant","Wolverhampton Wanderers","England",1983-01-15,173,64,"Middle",19,9,5,5,2,0,0,0,"11907.jpg",0.5,0.5,2389,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.5,29.9835616438356,"0"
"940","odion-ighalo","Odion Ighalo","Granada CF","Spain",1989-06-16,188,70,"Front",1,0,0,1,0,0,0,0,"94964.jpg",0.75,0.75,804,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.75,23.5616438356164,"0"
"941","nikica-jelavic","Nikica Jelavić","Everton FC","England",1985-08-27,186,84,"Front",1,0,0,1,0,0,0,0,"51702.jpg",0,0,2915,"58","BEL",0.362719752102189,3219,0.0001277386582496,0.568785437182931,3351,0.000574641642598346,0,27.3671232876712,"0"
"942","ibrahim-afellay","Ibrahim Afellay","FC Schalke 04","Germany",1986-04-02,180,76,"Middle",1,0,0,1,0,0,0,0,"22074.jpg",0.5,0.5,761,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.5,26.7698630136986,"0"
"943","rani-khedira","Rani Khedira","VfB Stuttgart","Germany",1994-01-27,188,83,"Middle",1,1,0,0,0,0,0,0,"177939.jpg",0.25,0.5,756,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.375,18.9424657534247,"0"
"944","fabrice-ehret","Fabrice Ehret","Évian Thonon Gaillard","France",1979-09-28,184,73,"Middle",2,2,0,0,0,1,0,0,"11405.jpg",0,0.25,494,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,33.2849315068493,"1"
"945","isaac-cuenca"," Isaac Cuenca","FC Barcelona","Spain",1991-04-27,181,74,"Front",1,1,0,0,0,0,0,0,"195340.jpg",0.25,0,1356,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.125,21.6986301369863,"0"
"946","carlos-vela","Carlos Vela","Real Sociedad","Spain",1989-03-01,177,75,"Front",1,0,0,1,0,0,0,0,"60608.jpg",0.5,0.25,367,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.375,23.8547945205479,"0"
"947","karim-benzema","Karim Benzema","Real Madrid","Spain",1987-12-19,187,79,"Front",1,0,1,0,1,0,0,0,"29566.jpg",0,0.25,1766,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.125,25.0547945205479,"0"
"948","danny-rose","Danny Rose","Sunderland AFC","England",1990-07-02,173,74,"Back",1,0,0,1,0,0,0,0,"60093.jpg",0.75,0.75,1462,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.75,22.5178082191781,"0"
"949","tomas-pekhart","Tomáš Pekhart","1. FC Nürnberg","Germany",1989-05-26,194,80,"Front",9,3,2,4,1,2,0,0,"86992.jpg",0,0.25,494,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,23.6191780821918,"1"
"950","christian-stuani","Christian Stuani","Espanyol Barcelona","Spain",1986-10-12,186,77,"Front",1,1,0,0,0,0,0,0,"95695.jpg",0.25,0.25,2300,"49","ARG",0.379421809264057,1038,0.000402667965213078,0.632987910189983,1158,0.00209584096170289,0.25,26.241095890411,"0"
"951","michael-dawson","Michael Dawson","Tottenham Hotspur","England",1983-11-18,188,76,"Back",2,0,0,2,0,2,0,0,"30021.jpg",0,0.25,2809,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.125,29.1424657534247,"1"
"952","andreas-ottl","Andreas Ottl","FC Augsburg","Germany",1985-03-01,185,77,"Middle",3,1,0,2,0,1,0,0,"13467.jpg",0,0,2867,"71","NOR",0.340606125012073,4949,8.25381870357804e-05,0.692824251726784,5212,0.000391053374455635,0,27.8575342465753,"1"
"953","andre-ayew","André Ayew","Olympique Marseille","France",1989-12-17,176,72,"Middle",1,0,0,1,0,0,0,0,"84913.jpg",0.75,0.75,641,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.75,23.0575342465753,"0"
"954","george-mccartney","George McCartney","West Ham United","England",1981-04-29,180,74,"Back",1,1,0,0,0,0,0,0,"8255.jpg",0,0,234,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,31.6986301369863,"0"
"955","andreas-ottl","Andreas Ottl","FC Augsburg","Germany",1985-03-01,185,77,"Middle",1,0,1,0,0,0,0,0,"13467.jpg",0,0,1970,"32","CHE",0.345305187328589,1886,0.000219256366263838,0.37719298245614,1938,0.000822971285640673,0,27.8575342465753,"0"
"956","antonio-lopez_2"," Antonio López","RCD Mallorca","Spain",1981-09-13,176,74,"Back",1,0,0,1,0,0,0,0,"12287.jpg",0.25,0.25,1420,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,31.3232876712329,"0"
"957","daniel-didavi","Daniel Didavi","VfB Stuttgart","Germany",1990-02-21,179,77,"Middle",1,0,0,1,0,0,0,0,"124026.jpg",0.5,0.75,1784,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.625,22.8767123287671,"0"
"958","jerome-boateng","Jérôme Boateng","Bayern München","Germany",1988-09-03,192,90,"Back",1,0,1,0,0,1,0,0,"44728.jpg",0.75,0.75,916,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.75,24.3452054794521,"1"
"959","lars-unnerstall","Lars Unnerstall","FC Schalke 04","Germany",1990-07-20,198,100,"Goalkeeper",1,0,1,0,0,1,0,0,"144036.jpg",0,0,1931,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0,22.4684931506849,"1"
"960","andrey-arshavin","Andrey Arshavin","Arsenal FC","England",1981-05-29,172,69,"Front",1,1,0,0,1,0,0,0,"9096.jpg",0,0,2316,"58","BEL",0.362719752102189,3219,0.0001277386582496,0.568785437182931,3351,0.000574641642598346,0,31.6164383561644,"0"
"961","julio-baptista"," Júlio Baptista","Málaga CF","Spain",1981-10-01,183,72,"Middle",1,1,0,0,1,0,0,0,"12551.jpg",0.5,0.75,1909,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.625,31.2739726027397,"0"
"962","john-terry","John Terry","Chelsea FC","England",1980-12-07,184,75,"Back",4,0,2,2,0,0,0,0,"10071.jpg",0,0,2945,"71","NOR",0.340606125012073,4949,8.25381870357804e-05,0.692824251726784,5212,0.000391053374455635,0,32.0904109589041,"0"
"963","renato-civelli","Renato Civelli","OGC Nice","France",1983-10-14,191,87,"Back",10,2,4,4,1,2,0,0,"44036.jpg",0,0,990,"49","ARG",0.379421809264057,1038,0.000402667965213078,0.632987910189983,1158,0.00209584096170289,0,29.2383561643836,"1"
"964","andre-luiz_3"," Andre Luiz","AS Nancy","France",1980-01-27,184,76,"Back",8,2,5,1,0,1,0,0,"35294.jpg",0.75,0.75,1696,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.75,32.9534246575342,"1"
"965","jaroslav-plasil","Jaroslav Plašil","Girondins Bordeaux","France",1982-01-05,183,72,"Middle",1,0,0,1,0,0,0,0,"11611.jpg",0.25,0.25,1707,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,31.0109589041096,"0"
"966","simon-davies","Simon Davies","Fulham FC","England",1979-10-23,178,72,"Middle",1,1,0,0,1,0,0,0,"8890.jpg",0.25,0.25,2607,"64","NLD",0.352919999547478,5952,7.03582481284802e-05,0.445678810651854,6121,0.000268530331399279,0.25,33.2164383561644,"0"
"967","leon-osman","Leon Osman","Everton FC","England",1981-05-17,172,68,"Middle",1,1,0,0,0,0,0,0,"10087.jpg",0,0,88,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,31.6493150684932,"0"
"968","abdoulaye-diallo_2","Abdoulaye Diallo","Stade Rennes","France",1992-03-30,189,80,"Goalkeeper",1,0,1,0,0,0,0,0,"158172.jpg",0.75,1,2417,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.875,20.772602739726,"0"
"969","matthew-taylor","Matthew Taylor","West Ham United","England",1981-11-27,178,73,"Middle",2,2,0,0,0,0,0,0,"11993.jpg",0.25,0.25,1614,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,31.1178082191781,"0"
"970","amaya_3"," Amaya","Real Betis","Spain",1983-05-31,192,86,"Back",1,0,1,0,0,0,0,0,"125839.jpg",0.25,0.5,1962,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.375,29.6109589041096,"0"
"971","nene_2"," Nenê","Paris Saint-Germain","France",1981-07-19,181,70,"Middle",11,4,5,2,7,4,0,0,"14038.jpg",0.25,0.25,985,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.25,31.4767123287671,"1"
"972","goran-popov","Goran Popov","West Bromwich Albion","England",1984-10-02,189,89,"Back",4,0,0,4,0,0,0,0,"19039.jpg",0,0.25,2607,"64","NLD",0.352919999547478,5952,7.03582481284802e-05,0.445678810651854,6121,0.000268530331399279,0.125,28.2684931506849,"0"
"973","ashley-cole","Ashley Cole","Chelsea FC","England",1980-12-20,170,67,"Back",9,7,2,0,0,1,0,0,"1684.jpg",0.5,0.5,963,"58","BEL",0.362719752102189,3219,0.0001277386582496,0.568785437182931,3351,0.000574641642598346,0.5,32.0547945205479,"1"
"974","ludovic-obraniak","Ludovic Obraniak","Girondins Bordeaux","France",1984-11-10,171,68,"Middle",1,0,1,0,0,0,0,0,"11659.jpg",0.25,0.25,2099,"51","SRB",0.282037146784089,114,0.00372487795629237,0.420168067226891,119,0.0176574259711266,0.25,28.1616438356164,"0"
"975","cristiano-ronaldo"," Cristiano Ronaldo","Real Madrid","Spain",1985-02-05,185,80,"Front",12,10,2,0,6,2,0,0,"13029.jpg",0.25,0.25,487,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,27.9232876712329,"1"
"976","marvin-plattenhardt","Marvin Plattenhardt","1. FC Nürnberg","Germany",1992-01-26,181,76,"Back",1,1,0,0,0,0,0,0,"161439.jpg",0,0.25,896,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,20.9479452054795,"0"
"977","gonzalo-jara","Gonzalo Jara","West Bromwich Albion","England",1985-08-29,178,71,"Back",4,1,2,1,0,1,0,0,"50625.jpg",0.25,0.25,1615,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,27.3616438356164,"1"
"978","anton-putsila","Anton Putsila","SC Freiburg","Germany",1987-06-10,180,74,"Middle",1,0,0,1,0,0,0,0,"35398.jpg",0,0.25,257,"26","MLT",0.500182452056771,69,0.00521546004250208,1.26086956521739,69,0.0334989928825107,0.125,25.5808219178082,"0"
"979","lars-bender","Lars Bender","Bayer Leverkusen","Germany",1989-04-27,184,77,"Middle",11,1,8,2,1,2,0,0,"51963.jpg",0,0,1646,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0,23.6986301369863,"1"
"980","tolgay-arslan","Tolgay Arslan","Hamburger SV","Germany",1990-08-16,180,77,"Middle",3,1,1,1,0,1,0,0,"97803.jpg",0.25,0.25,608,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,22.3945205479452,"1"
"981","diego-castro"," Diego Castro","Getafe CF","Spain",1982-07-02,174,67,"Front",3,1,0,2,1,0,0,0,"41844.jpg",0.25,0.25,442,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,30.5232876712329,"0"
"982","gary-medel","Gary Medel","Sevilla FC","Spain",1987-08-03,171,76,"Middle",2,0,1,1,0,0,0,0,"82122.jpg",0,0.25,1959,"73","URY",0.362015016289714,130,0.00300573793127952,0.588235294117647,136,0.0175028280846623,0.125,25.4328767123288,"0"
"983","zubikarai"," Zubikarai","Real Sociedad","Spain",1984-02-26,185,84,"Goalkeeper",1,0,1,0,0,0,0,0,"125889.jpg",0,0,2639,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,28.8684931506849,"0"
"984","aristide-bance","Aristide Bancé","FC Augsburg","Germany",1984-09-19,190,96,"Front",6,0,3,3,2,1,0,0,"17310.jpg",0.75,1,2316,"58","BEL",0.362719752102189,3219,0.0001277386582496,0.568785437182931,3351,0.000574641642598346,0.875,28.3041095890411,"1"
